20171208	27202586	124770
20171205	27064802	124855
20171201	27053543	125069
20171208	27185922	124452
20171223	27212598	123484
20171209	20065640	123613
20171204	22615556	125101
20171216	26974026	124477
20171222	27231608	124770
20171202	21084216	124273
20171229	22216833	124090
20171213	27223925	123126
20171211	22309877	123613
20171210	27211579	124501
20171222	27226238	124770
20171223	21357850	101007
20171225	27234063	125071
20171214	20027516	100999
20171201	27117368	123216
20171217	26861393	124471
20171228	23402085	124119
20171202	24408975	124888
20171219	27225749	123176
20171231	20900632	123484
20171215	20003992	123557
20171206	27188386	124447
20171217	24784745	124972
20171211	24408975	124726
20171229	22216852	124739
20171212	27220477	123961
20171220	20012008	124021
20171208	20665145	124511
20171229	23499724	124625
20171205	27177624	124722
20171207	20549086	123472
20171209	23841645	124615
20171215	26271864	124501
20171203	20149795	124580
20171215	20798503	123126
20171221	24654055	124587
20171206	23093016	101007
20171225	21289676	123484
20171206	27190129	124273
20171220	27226096	124831
20171209	24292122	124663
20171210	27174757	123557
20171231	22536148	125119
20171224	23312515	125075
20171204	20294640	124195
20171229	27232872	123557
20171226	25871506	124464
20171214	26445244	125096
20171221	26234763	123440
20171211	24903013	124447
20171205	20084607	124318
20171229	20133588	124770
20171213	22517394	124054
20171212	27223288	124713
20171210	20051620	123472
20171201	20016037	124751
20171208	20128873	124468
20171211	20154162	124972
20171204	27172598	123176
20171226	26853135	124318
20171208	26688635	123269
20171215	25559440	124613
20171212	26301129	123472
20171204	22059841	124105
20171207	26325396	124961
20171221	27202254	124613
20171210	20115366	125057
20171218	20805913	124267
20171202	23867530	124693
20171205	22059841	124318
20171201	27083271	125029
20171207	27078274	100999
20171223	20160150	124267
20171215	23158820	124470
20171203	20074288	124778
20171203	25688056	125010
20171211	25812854	124732
20171218	26266814	124855
20171206	20893944	123484
20171221	22056210	123176
20171213	22586918	123472
20171213	20118379	123176
20171202	20245866	125010
20171212	27223133	124625
20171201	20163653	123176
20171208	20852462	124611
20171227	22514911	123230
20171205	20045941	124725
20171209	27177839	124191
20171221	27131248	124624
20171212	24471471	123472
20171219	20160127	124195
20171204	27171567	124318
20171213	27099664	125010
20171205	20190251	123557
20171205	27156856	124771
20171224	26526393	123557
20171214	20028713	123216
20171220	20799989	123234
20171201	27099034	124663
20171207	21344567	123176
20171214	20790603	123126
20171227	20143540	123230
20171205	24630353	124737
20171201	20009802	124318
20171222	27231634	123269
20171202	27008048	124515
20171204	20950343	124791
20171208	20900911	123961
20171207	20763868	123770
20171218	20593961	123126
20171211	25693577	124972
20171228	26829126	125058
20171204	20012225	124452
20171202	22791670	124613
20171230	27227480	123905
20171212	24749808	125099
20171213	20301975	123230
20171206	26112209	124778
20171214	24898699	124786
20171217	20843721	123484
20171213	24108323	101007
20171209	27211412	124719
20171225	22590133	124885
20171208	26634890	124012
20171213	27126862	123126
20171218	20785135	124267
20171223	20010209	124624
20171230	25037075	123484
20171224	26017466	124089
20171208	20779712	123126
20171213	20003426	123394
20171201	27125022	123269
20171207	21290259	124583
20171207	24627843	124267
20171206	20825561	123472
20171222	27206444	123269
20171204	22878604	123176
20171203	22330427	124824
20171217	25227694	101007
20171214	20710239	123176
20171204	20761437	124452
20171201	22756726	124310
20171214	24913860	124611
20171202	20036673	123557
20171209	22302481	125068
20171203	27158208	124587
20171210	26617165	124836
20171214	27224327	123126
20171210	27119370	123848
20171221	20078812	124613
20171201	22207648	125029
20171201	21328613	123269
20171222	27226502	123269
20171201	27117934	124977
20171227	27235149	123472
20171208	27150346	124365
20171222	26692917	123269
20171209	20410895	123958
20171216	26271864	124733
20171224	22099927	123230
20171201	22061875	124663
20171209	26242977	124052
20171216	20042131	101007
20171224	23573486	124501
20171212	20887188	124587
20171206	27186482	123176
20171213	26265022	123969
20171224	22014981	124318
20171207	24473035	124824
20171206	27187974	123484
20171217	26924969	125058
20171204	21346999	125101
20171202	24887893	124786
20171220	24927056	123176
20171211	26994217	124972
20171206	20081989	124587
20171216	25064822	124054
20171210	27208678	124471
20171220	22219762	124318
20171215	25810252	123484
20171206	22015876	124054
20171225	27224202	123557
20171220	20781368	124447
20171217	27226096	124961
20171229	27236984	123269
20171201	24117560	124613
20171231	20750975	124037
20171228	20800574	124611
20171227	20003992	125119
20171217	25559440	124613
20171216	25812854	124726
20171207	24775453	124455
20171215	27223279	124501
20171211	22456082	124837
20171215	27226097	123269
20171207	27036067	124716
20171201	20674643	100999
20171220	20009802	124961
20171229	26017466	123848
20171201	27122801	125069
20171220	27151483	124788
20171222	20072635	123309
20171223	20843553	124061
20171213	20152149	123176
20171215	20857204	101007
20171206	25795912	123391
20171201	26082882	124052
20171225	26437696	123557
20171225	22178078	124693
20171202	27137817	124502
20171221	20676593	123440
20171222	20156543	124824
20171211	27212598	124452
20171208	21244685	123391
20171226	20862675	124837
20171203	27074387	124012
20171214	21429040	124869
20171203	27163157	124038
20171214	20160127	125119
20171216	20067148	123230
20171213	20160127	123440
20171214	20801161	123863
20171223	20042459	124733
20171210	22348428	124191
20171202	27121600	125081
20171223	26777212	123126
20171213	21072459	124857
20171219	26489588	124456
20171208	27202603	124770
20171212	20852948	124021
20171226	22111216	124583
20171212	23608116	124615
20171207	22112851	124267
20171205	27122466	123227
20171225	20294640	125098
20171204	27140529	124732
20171231	27238702	125119
20171223	22309877	124725
20171204	10	125055
20171203	27023724	124786
20171203	24956550	124452
20171210	27202153	124733
20171218	24118497	123176
20171215	26637598	124464
20171201	26694417	124961
20171220	20843553	124677
20171203	27155577	125022
20171229	20040198	124770
20171216	25781788	124587
20171227	27142224	124848
20171224	24312641	124611
20171208	20844813	123557
20171228	27139938	124613
20171201	27114042	124770
20171215	23744733	125010
20171208	20832266	124770
20171207	20074288	124961
20171208	23169104	124019
20171225	20135825	125117
20171209	26426375	124318
20171201	22309877	124761
20171213	27136536	123126
20171214	20079675	124824
20171201	20161220	125102
20171201	24875904	124195
20171216	22121261	124714
20171217	20836531	123472
20171201	26878477	124470
20171208	27202656	124834
20171206	26484270	123613
20171216	27227720	125069
20171224	20160127	123557
20171209	22058487	124677
20171220	23366138	124012
20171206	24620899	124857
20171215	20786162	125119
20171212	27222492	124726
20171230	27237884	123269
20171228	26027655	124021
20171227	22799124	125058
20171224	20123414	124969
20171222	27232211	123269
20171212	20060364	125099
20171214	22530632	101007
20171207	27135575	125009
20171223	22472442	123484
20171201	26879946	123269
20171201	20130344	124663
20171202	22536687	124273
20171206	26844312	124477
20171229	27236463	123269
20171214	21946405	123126
20171214	24337457	124613
20171213	20014969	125057
20171210	20080020	124972
20171227	27228604	124613
20171213	20795712	125074
20171203	27161945	123467
20171205	20047379	123126
20171218	24236325	124570
20171221	20002680	123394
20171213	24317104	123126
20171208	20109533	123176
20171209	26821183	124452
20171216	22271043	123126
20171204	22494003	124836
20171207	23210054	123472
20171218	20056888	124012
20171208	22763284	123269
20171216	26044006	124831
20171223	20118587	124770
20171206	20832575	123472
20171214	25479062	123176
20171202	20075348	123557
20171222	21327605	123269
20171218	22335298	124824
20171213	24738549	124267
20171211	27096552	124786
20171206	23563013	123230
20171209	20116141	123484
20171219	25010591	123230
20171229	26319625	124857
20171213	20029367	124502
20171204	22614469	124119
20171201	20075348	124613
20171212	27170465	124447
20171222	20843553	123230
20171207	23235668	124477
20171209	26015863	124611
20171204	26445244	124473
20171231	20080289	124624
20171217	20160127	124575
20171202	20064478	125069
20171224	27126153	125010
20171203	24542323	124791
20171201	27117005	124770
20171210	20023564	123472
20171203	25693577	124587
20171226	24913860	124613
20171202	23944378	124732
20171216	25816215	125010
20171229	27202793	123269
20171210	22015876	124054
20171202	27135727	124195
20171226	26982540	124587
20171211	22096007	124054
20171212	20851682	124663
20171206	20075600	123613
20171230	23922952	124625
20171206	26128516	124888
20171229	20042240	124625
20171216	20116597	124119
20171225	20042459	124447
20171216	26815277	124613
20171212	20152149	124587
20171226	20749334	123484
20171226	27231142	123176
20171217	20109953	123472
20171202	26710338	124722
20171206	20153784	124855
20171218	27227765	123557
20171203	27136178	125077
20171212	20158349	123472
20171231	21289676	123484
20171226	20071485	124824
20171214	22255478	125068
20171207	26464747	124888
20171208	20787012	124972
20171205	26580955	124961
20171221	20160127	124583
20171217	20067065	123126
20171230	25812854	124195
20171203	20075600	124511
20171209	26355464	123484
20171213	22096007	124054
20171222	27097864	124452
20171204	21334465	124537
20171217	22839580	123472
20171202	27145896	124902
20171231	22085018	124021
20171215	20813203	125074
20171218	20716414	125119
20171212	27222492	124857
20171205	27174675	125082
20171206	20950343	123472
20171202	20004858	123613
20171216	26793489	100004
20171229	27236500	123269
20171209	20167772	124511
20171231	27108979	124452
20171206	24517733	100999
20171207	20170986	123484
20171203	23158820	124470
20171211	24977519	124791
20171225	20781368	124732
20171225	24384378	124848
20171230	22247156	124054
20171201	20161220	124663
20171201	27128293	125091
20171209	26912971	124447
20171222	20826258	123176
20171229	25276179	100999
20171225	22252828	123472
20171222	23499724	124012
20171220	20827841	125119
20171212	27223319	123472
20171223	22262580	125119
20171229	25088495	123269
20171222	27190250	123176
20171213	20184494	124021
20171215	20071485	124961
20171222	27231813	123269
20171203	27146449	124828
20171203	27134455	124587
20171219	26861140	123863
20171204	25194050	124587
20171203	20149795	124012
20171228	23634154	123176
20171219	27227850	124054
20171214	20160127	124054
20171223	27218362	123472
20171217	20160146	123472
20171207	26013214	124081
20171230	24645065	124733
20171208	20762618	124012
20171205	20110773	124452
20171204	20748354	125058
20171227	20612197	123613
20171207	27176588	124771
20171203	27084636	124318
20171215	20120156	124624
20171214	20100336	123230
20171209	27173709	123613
20171205	27084781	124470
20171225	22111216	123969
20171215	22093856	124770
20171205	27179805	124318
20171212	26301129	124791
20171210	25574901	124615
20171220	25968831	123234
20171212	27087594	124828
20171218	20160127	124786
20171225	27225565	124857
20171218	20160127	124081
20171229	20808514	123269
20171212	21084216	124611
20171201	27119474	124794
20171207	26955183	125071
20171226	24271597	124496
20171205	27179519	124587
20171215	21852724	124052
20171218	24727688	124452
20171215	27210480	123239
20171208	24977519	125082
20171219	22221516	124613
20171224	20143546	124624
20171202	20926658	124714
20171217	27227765	123472
20171217	20860204	123484
20171219	20160127	124625
20171211	27019825	123557
20171216	26580955	124961
20171204	23093016	123467
20171201	20130344	124693
20171214	27221615	125075
20171208	27147293	125082
20171208	27205591	124613
20171218	24615187	124019
20171205	22608422	124105
20171219	24287497	124726
20171222	27231672	123269
20171210	20073030	124615
20171207	20083364	124191
20171208	27203314	123269
20171224	27233444	124470
20171223	23312515	125119
20171209	22342181	123126
20171206	22309877	125101
20171225	26269335	125054
20171212	20075600	124511
20171203	27157433	124502
20171204	24408975	124719
20171204	20161220	123484
20171208	26357275	123484
20171227	22716363	124452
20171222	25185175	124733
20171216	26045891	124834
20171206	26567334	125055
20171214	26477656	124470
20171216	20858687	123126
20171224	27093925	124961
20171208	27148478	124857
20171207	20160809	124855
20171210	26087300	124615
20171203	20118466	124848
20171204	27003744	123484
20171206	27179602	125029
20171222	26440815	123613
20171226	26994217	124961
20171208	20160809	125009
20171201	20118759	124477
20171214	27116856	123269
20171207	25479062	123176
20171214	24408975	124726
20171227	25060142	124848
20171215	22488342	123230
20171208	22614469	124012
20171230	22262559	124452
20171214	25064822	124054
20171216	27227001	124273
20171203	20162122	124473
20171209	20124003	123557
20171225	23811684	124318
20171225	20151531	124808
20171208	20135113	124770
20171205	26765351	124882
20171208	20802042	124834
20171218	20867363	124615
20171202	24760386	124837
20171211	10	124977
20171202	27023580	123484
20171219	26276018	124081
20171203	23896567	124677
20171203	24310160	124732
20171206	25026268	124012
20171201	27120586	125076
20171213	27209479	124977
20171202	20085608	124502
20171206	27187995	124090
20171206	20060141	123126
20171225	23366138	124012
20171214	24826563	124452
20171201	26104543	124751
20171229	27236967	123269
20171204	22225793	124012
20171201	20157958	123484
20171206	20776592	123484
20171205	25625653	123126
20171203	27157179	124575
20171208	20549086	124848
20171222	20857204	123484
20171214	20848195	123126
20171201	27123873	124511
20171208	26445244	123472
20171218	20843283	124054
20171202	20091825	124624
20171227	22338517	124613
20171217	23537860	123908
20171223	27232599	124477
20171225	20822052	124857
20171201	20160127	124885
20171214	23053826	124611
20171206	20059012	123484
20171203	27155531	124575
20171213	26793287	124972
20171216	26265022	124587
20171216	22099455	124624
20171213	26912959	124464
20171220	20073063	101007
20171201	25231623	124693
20171218	27228772	100004
20171228	23402085	124625
20171211	27221877	124054
20171203	20059012	123484
20171218	26156933	124477
20171231	26265022	124464
20171214	20135641	123472
20171206	23879504	124468
20171206	20157636	123472
20171224	20160150	124267
20171202	27134073	123176
20171201	22061875	124693
20171227	20779057	123142
20171222	27230400	124984
20171213	20152789	123176
20171201	20093851	123484
20171204	20519639	123176
20171201	24297182	124613
20171224	23312515	124961
20171206	26084162	124791
20171229	27237373	124770
20171226	21385629	124061
20171218	20156543	124677
20171214	22061875	125117
20171203	27044660	125082
20171224	20801161	123230
