22255678	123484
22391818	124452
22608451	125058
25875290	125121
22069731	124611
20616601	123230
22761431	125058
27225565	124982
21109939	124613
27181122	124941
27244719	101007
26614712	124464
23502976	123176
27171852	124855
20162852	123176
27231568	124611
22129245	124677
25026268	124982
27246895	125058
27247491	124737
25688056	124857
22579290	124477
20000086	125058
20165440	101007
21115736	123863
20078364	124021
27247203	124587
20161220	124447
27245484	124477
23046744	123969
25815246	123955
24898699	124447
26904345	124677
26096621	125058
21314099	124613
20000442	123176
20071939	124857
27247335	123176
22545908	124611
24517733	125058
26489588	124677
20161220	125124
20074226	124477
22166054	123176
26098782	124119
22505299	125058
25859161	124061
20705919	123176
25859161	123342
26489588	124012
26096621	124982
20161220	123863
9	125058
26525506	124452
25808685	125081
26994217	123484
27247588	124624
26336814	123176
22094009	124615
27127308	124828
20106651	125058
20160127	123989
26614712	125010
26110114	124452
22309877	124477
20156543	124677
22129245	124857
22309877	125081
26451623	124613
21327349	124613
21326394	123472
24287497	123863
22253630	124677
20936926	124511
23841645	124615
26883355	124739
22253630	124624
27244647	124613
20887188	124452
20182540	125121
20591798	123969
20068755	125071
20093510	123557
10	124987
20091570	123472
27238880	123557
20938644	124857
20578786	124837
26620286	123557
20085090	123176
26047867	124473
20849488	125058
20817210	124855
23502976	124452
22084913	124624
27247404	123176
27241905	124961
20103250	123342
26696363	124837
26489588	125058
25045711	124468
20827841	124613
20000228	125112
20167461	123176
20110773	124455
22607178	124447
27228209	124855
27247332	123216
21457499	123557
25045600	124464
22651305	124857
27247444	123176
20836531	124624
27122958	124613
27126153	125010
20161220	124857
27245272	123176
27247578	123484
27001418	124119
27247578	123557
27247440	123176
20908394	123484
23788003	123176
26025285	124061
25194050	125081
20820877	123176
22111216	125058
27247291	124470
27246895	124477
20004159	123234
24977519	124052
20779057	124837
26240066	123176
27181122	125010
25194050	123969
20126343	123557
25069998	125058
20549103	124624
23325179	124613
20065640	124624
20161220	124061
27247572	124613
20000083	123863
27240841	124477
20009628	123230
24518186	125058
27109590	124857
20563289	125058
25084797	123484
27181122	125108
20028087	125058
20068361	123176
26679432	124452
20161220	124987
20101319	123176
27247491	124447
20009802	124857
26183944	124972
20150497	125058
26113988	124857
25892956	123484
25964762	125058
22122732	123557
23456953	123969
21966083	124615
20052558	124452
24287497	125058
23291219	124972
20080296	123557
26064000	124470
27244719	124855
24450750	124452
23462816	124824
20217860	124455
27098673	124613
27247049	124613
27004418	125112
22579290	123484
26330580	125058
25194050	124447
26489588	124857
27201099	123230
27181122	125055
20103250	124613
24381081	125058
27204905	124452
20073004	123230
20160127	123863
20002282	124857
20153784	125075
26703525	124828
20156543	123429
27239628	123484
24198828	124477
22112527	125058
27133173	125058
27238723	123176
25945551	124677
24122653	101007
21335277	123176
27247058	125121
20160127	124477
23573486	124447
27247103	124624
26050443	124982
25086135	123176
20042240	125124
20074226	124356
20806449	123484
26267028	124855
24647469	124464
27247403	124477
21790703	125058
26528762	123176
20591798	124517
27236558	124613
20684037	125058
20156064	123176
22156374	123176
22811553	124895
24664516	124470
26279081	123176
25026268	125058
26844362	124477
20038547	124855
25283325	124961
20228056	124452
20762618	125058
27181122	124611
20006674	125058
20068190	124857
27247121	124477
20043103	123484
23291219	124477
25026268	124961
20042089	124624
24715185	124613
20074226	125075
22099971	124726
20938644	124012
20004650	124677
26614712	123989
27241431	124611
20071290	124455
27247382	124770
20591798	124857
23083326	124470
20100336	123176
27247588	124677
20062086	124677
20151326	123472
27247058	124770
21318477	125058
20001866	124739
26390142	125075
26020989	124615
20062552	124452
22283925	125121
27241905	125121
20073382	123484
25026268	123863
20075348	123230
20042089	125075
26265214	125081
25859161	123429
26834087	125080
26994217	124961
20063609	123472
27247391	123848
20008891	124464
27247644	123472
23291219	125058
20023959	124452
25008590	124105
27247280	125124
27247103	125093
27170465	124496
20009802	124021
22115316	123176
26301129	125058
27139938	125058
20075276	123230
22228534	123969
20039364	124857
27246458	124477
27246993	123484
20000083	125058
20152149	124611
26911740	123484
22091105	125058
20024282	123176
27045038	124613
23093016	123484
20584219	123969
26271422	123176
20846907	124455
25194050	125058
20160127	124119
22567959	124613
23513283	124511
22000574	125058
27223668	125081
27236084	124693
26114930	124447
26096621	124855
27119009	124477
20014081	124837
27241137	124477
25270580	123557
20612197	125081
27239311	124677
25052680	124837
21277520	124470
26184805	124972
27245748	123484
27133173	124857
27127635	123176
23156371	123863
26489588	124496
23315541	124456
26791541	124615
26330580	124477
24947216	124857
25966991	124972
27247240	124727
22345539	124855
26508095	124972
20129809	124611
25011666	124452
22733990	124982
27225565	125071
20802042	125058
27160410	124533
20050901	123176
27247137	100999
26447105	123848
20078458	125124
26580955	124961
20894039	123484
26341272	123472
26911740	125058
24518284	125058
26023038	124470
20012008	124021
20854654	101007
27247521	123484
20938644	125058
26284063	124611
22244577	124855
27242827	123176
25194050	125055
27246987	124855
25752927	124511
20007753	124677
20152596	125075
25564950	124477
27242146	123557
23788003	125075
23513283	123176
22015876	124615
24450750	123176
20591798	124611
27246833	125124
26614712	124021
24647469	124021
22129245	125124
27234056	124477
22115257	124520
26321286	124961
26139683	124788
26814611	124455
26980539	124961
26679432	123484
27226415	123484
21020486	123230
22109477	124477
22129245	124611
26276813	124855
24427502	125121
23788003	124613
27247491	125071
27247443	125124
20775969	123176
20561192	125055
27181122	124105
27170465	124857
20059012	123484
22310598	123484
20846258	124511
20160127	124857
26957199	123484
24124135	124961
26609952	124611
25008590	124615
27235101	124477
23388006	125058
20014949	101007
10	124982
20164923	123969
20146511	124613
25196260	124611
20110771	125058
20779303	124824
20019821	123230
27235744	123472
26447105	123863
27204693	124855
20116597	125058
21647469	123176
27139938	124961
27245577	124455
20334523	125058
20071485	123230
26729000	124855
27240116	124477
26533264	124855
27170465	125054
20163519	125058
24126490	124613
27097864	124452
21143230	123848
27176580	124857
27247648	123472
27223632	125075
20042240	124468
20123414	124611
20263076	123176
22802767	124447
27185922	123230
27247333	125058
22127131	124021
26614712	124624
26489588	124477
26614712	124677
27139938	124972
27246909	123472
27247303	124961
27245560	124477
26815143	123342
22504382	124021
20048403	125010
22244577	123176
20217770	125058
20776592	124624
27247456	123176
26447105	124477
25240703	124511
25564950	124624
20065640	124857
20000711	123176
23524270	123234
26096621	124895
20846683	125058
22466063	125091
27246223	125080
26075752	124982
27234917	123557
20135248	123269
22277100	125058
26265022	123484
20011666	124857
25814757	123969
20982400	125124
10	123176
20043563	123342
20039364	123429
23495718	125058
20186746	125122
22116481	123230
24594381	124727
27139938	124452
25064602	125058
27247410	125075
22897362	125058
24516010	125058
22233955	123176
20938845	125058
20762618	124012
26064028	124587
26477656	124855
25951995	123176
25980316	125010
24123725	123230
27234700	124615
27247590	123484
20074288	124857
20127091	125058
23456953	125058
20562815	123176
27235151	123176
22113762	123484
24360674	123176
20160127	124517
20162096	124677
20124894	125119
26661966	125058
25253075	123234
20780981	123176
20815505	123176
22743297	124857
21325616	123176
27247578	124961
26136256	124470
24121427	123557
20091570	124857
20157968	124464
22932014	123176
24518033	125058
27247588	123472
23940335	124452
20087265	123472
26489588	124021
24291500	124613
20039364	125058
22216322	123176
22049429	123176
20014031	124615
27247578	124452
20776592	124677
27190693	124611
25008590	124477
23241590	124837
20800580	125058
20159106	124611
20145539	125058
20161220	125108
24384378	123484
26017316	125058
23106374	123230
22204948	124624
27230280	123557
26463897	123484
25052680	123472
25212620	124855
20276550	125075
27232600	123863
22389615	124452
22208786	124455
22099971	124464
20166253	124517
20074226	124456
24517898	125058
20186746	123176
23744733	125081
25845368	124739
22255678	124961
20071485	124511
20162096	124511
20116597	124012
26614712	124470
27235019	123176
20055196	124452
20155533	124447
26402570	125077
22121261	123230
20062576	124972
27247643	124739
27236084	124624
21344455	124477
27013366	123230
20124544	124611
26047867	124477
20591798	124771
24977519	124857
24903013	124447
27097635	124857
25194050	124496
26808893	124727
20031229	124611
20152149	124857
25696573	124895
27241486	124477
20000682	101007
27244631	125075
26447105	125058
27247521	123557
20721603	101007
27247156	123269
27096552	124855
25891689	123230
26096621	124052
27247473	124622
27247069	125121
22263211	123176
23940335	123557
23951570	123557
21852724	124052
22168591	124677
27225565	124857
26614712	125058
22032227	124855
27247621	124452
27247416	124677
20088883	123176
24898699	124365
20620318	124611
26665736	124477
27247469	124613
27101916	123484
20123469	124624
27108979	124613
21335640	125058
23235668	124857
20765626	101007
26525432	123230
26950515	124477
25942448	100011
23899324	125075
20884945	123230
27225998	125058
20982400	124961
20702247	124056
20009802	125058
23497534	124477
20067148	123484
25828832	124857
22262580	125058
21063784	124961
24826563	124452
20006879	125058
27247491	124855
26677831	124470
23106374	101007
24066831	124672
27247276	124961
27247121	125058
27127308	124855
23563013	123176
20155546	124452
22084913	125124
20114546	124613
27247491	124477
27244694	123176
27109529	123176
27247376	125058
22161831	123309
20068190	125118
25194050	124857
20782913	124511
24483622	123176
24287497	124857
27247398	124356
26183998	125108
20148734	125121
20070728	125075
27247158	124468
20160127	124012
26319625	124012
