20180110	26489588	124021
20180111	26614712	124464
20180112	27248519	124739
20180111	24704533	124732
20180110	20031229	124611
20180112	20140370	124770
20180112	27249346	124770
20180112	20042240	124468
20180112	27248090	124615
20180110	24450750	124452
20180112	27249520	124770
20180112	27248468	124770
20180110	22000574	125058
20180111	27247688	124611
20180112	20136037	124770
20180110	23513283	124511
20180112	27203179	123176
20180110	27246223	125080
20180110	26729000	124855
20180110	24518284	125058
20180111	27233578	124732
20180112	27229298	101007
20180111	20217770	123472
20180112	20161220	124895
20180111	22122732	125108
20180110	27234700	124615
20180112	27211510	124611
20180112	20800939	123429
20180110	26489588	124857
20180112	21647469	125075
20180111	27233578	124857
20180112	21082393	124770
20180111	24518284	124587
20180112	27249218	123269
20180111	27242899	124611
20180112	20801405	123484
20180112	21321579	123484
20180110	20782913	124511
20180110	24360674	123176
20180110	20161220	125108
20180112	26522948	123969
20180110	20135248	123269
20180111	20736979	123484
20180112	20834394	124770
20180112	20135248	123269
20180111	20184510	125058
20180111	20151326	123484
20180112	22543697	124770
20180112	20831253	123484
20180111	22290095	124452
20180112	27247613	123848
20180112	24903332	124831
20180111	20069105	124837
20180112	20020788	124770
20180110	27245577	124455
20180112	24714545	124677
20180111	27110260	125108
20180111	27223035	124587
20180112	20074288	124012
20180112	21940934	124895
20180112	20055626	124452
20180112	27248463	124770
20180111	20770801	123230
20180112	27249897	124770
20180110	20014031	124615
20180111	20161220	124356
20180111	20024146	124608
20180110	26661966	125058
20180112	24483622	123176
20180110	20065640	124857
20180110	27247521	123557
20180112	27249261	124770
20180110	25564950	124624
20180110	20884945	123230
20180110	26477656	124855
20180112	20042738	123269
20180112	22113762	123484
20180112	27139938	123269
20180111	26347208	125104
20180112	20831862	124452
20180111	20145539	125121
20180112	21066295	124770
20180111	27223160	125075
20180111	22113762	124611
20180110	23951570	123557
20180110	25253075	123234
20180112	20013695	124770
20180112	27241377	124770
20180111	20375774	124452
20180112	24151037	124365
20180110	20000711	123176
20180112	27248424	124770
20180110	20070728	125075
20180110	20765626	101007
20180111	22834522	123863
20180112	27170465	124887
20180112	27248432	124770
20180111	20815575	123230
20180112	27248682	123176
20180112	27249381	110103
20180111	25840018	124447
20180112	20155591	124770
20180110	20938845	125058
20180111	27244803	125054
20180110	20071485	123230
20180110	27247648	123472
20180110	23940335	124452
20180112	22172985	123269
20180110	26064000	124470
20180112	27249046	123269
20180112	20122960	124611
20180110	23235668	124857
20180112	27250286	124770
20180112	20140937	124770
20180112	22802767	124447
20180111	27223035	124447
20180112	27249922	123269
20180111	20339203	124961
20180111	27247794	124770
20180111	25270580	123557
20180112	20815505	124452
20180112	22255754	124770
20180112	22219543	124831
20180110	25069998	125058
20180110	27247456	123176
20180112	23460407	124611
20180110	27096552	124855
20180110	25008590	124477
20180112	27249308	124770
20180112	27085601	123176
20180111	20233071	124019
20180110	23495718	125058
20180112	27248545	124770
20180111	27248016	123176
20180110	21852724	124052
20180111	25108061	124837
20180112	23235668	123969
20180112	27247822	124447
20180111	27247121	124611
20180112	22015876	124054
20180112	22113796	123484
20180111	25194050	125058
20180112	20788027	123429
20180110	25196260	124611
20180112	20897450	124587
20180110	24898699	124447
20180110	23106374	101007
20180112	27124798	123269
20180112	27248836	124770
20180112	27249041	124770
20180110	27226415	123484
20180112	22096913	123863
20180111	22216852	124611
20180110	23788003	123176
20180110	22802767	124447
20180112	24287497	124447
20180110	20263076	123176
20180111	22791670	124732
20180110	26980539	124961
20180112	20134482	124770
20180112	27249058	123269
20180112	27236084	123234
20180112	27248256	124857
20180111	27248198	124613
20180111	27127308	124828
20180110	26271422	123176
20180110	24517898	125058
20180111	20010956	125121
20180111	20057091	124455
20180112	27249943	123269
20180110	27234056	124477
20180112	22289717	124770
20180110	26609952	124611
20180112	21940934	124520
20180111	20045120	124012
20180112	27233134	124831
20180111	24126490	123176
20180112	20852386	124770
20180112	27249381	124468
20180112	22114223	124052
20180111	22733990	124468
20180110	20854654	101007
20180110	23046744	123969
20180110	20152149	124857
20180112	27249447	101007
20180112	27248486	124982
20180110	22567959	124613
20180112	20117601	124452
20180111	20770832	123176
20180112	22121697	124770
20180112	27249600	124770
20180111	20217770	124857
20180112	27249119	124770
20180112	27249405	124468
20180111	20082004	125058
20180111	22111216	125069
20180112	20084658	123484
20180110	22084913	125124
20180110	25052680	124837
20180112	23235668	123961
20180112	27247613	124119
20180111	22800080	124770
20180111	21020920	125069
20180112	26359572	124824
20180112	22779835	124857
20180112	27017743	124770
20180111	24092567	124739
20180111	27247333	124887
20180112	20233099	124770
20180111	22114774	124613
20180110	20620318	124611
20180111	27248029	124587
20180112	22204948	124624
20180112	27250096	124770
20180110	23241590	124837
20180111	27247710	124672
20180112	27226415	125119
20180110	22049429	123176
20180112	21072142	124770
20180112	27248820	124770
20180112	20231673	124770
20180112	23494749	124587
20180111	24947216	124732
20180112	20838363	124770
20180112	22538215	124770
20180112	27249134	124770
20180110	27185922	123230
20180112	27250041	124056
20180111	27247896	124356
20180111	27246421	123230
20180111	20012008	125058
20180112	27247054	124496
20180112	20832805	123269
20180110	26301129	125058
20180111	20042240	124468
20180110	26402570	125077
20180111	24318266	125124
20180110	27247403	124477
20180112	20141145	124770
20180111	26265022	124904
20180112	20121943	124770
20180112	23789724	124770
20180110	26614712	124464
20180111	20090106	123557
20180110	22253630	124624
20180112	26109516	124770
20180111	20160127	100999
20180110	26113988	124857
20180110	23841645	124615
20180112	27248434	124770
20180111	27222980	124447
20180112	21329412	124770
20180111	27241486	124857
20180110	25045600	124464
20180110	27236084	124693
20180110	20779303	124824
20180110	20156064	123176
20180112	27250284	125010
20180112	27248438	123176
20180112	20009802	124857
20180111	26614712	124517
20180112	27249116	124770
20180112	27249129	123269
20180112	22219543	124857
20180111	25949732	123557
20180110	25688056	124857
20180112	21940934	124788
20180110	20067148	123484
20180112	22340420	124770
20180112	27250072	124770
20180111	20049526	124613
20180111	27234722	124613
20180110	27240116	124477
20180111	20778366	123176
20180111	27246348	124587
20180112	27250124	124770
20180112	20129225	124770
20180110	22129245	125124
20180110	26614712	124021
20180110	27245748	123484
20180112	27248568	124770
20180110	26489588	124012
20180112	20833951	124624
20180112	20042089	125075
20180111	27205455	124857
20180110	26390142	125075
20180112	20134632	124770
20180111	20612197	123484
20180110	20050901	123176
20180112	27249828	124770
20180111	27248168	124613
20180112	22062801	124770
20180110	27245484	124477
20180111	27085601	125125
20180112	20147963	124770
20180110	27160410	124533
20180112	27235688	124982
20180112	27249074	124770
20180111	27217441	125055
20180110	25891689	123230
20180112	24224509	125069
20180111	27246687	125121
20180112	27223210	124356
20180112	20116380	124770
20180112	20047084	123472
20180111	24995697	124613
20180111	27181122	123557
20180110	24450750	123176
20180110	20186746	125122
20180112	27133173	124119
20180110	22129245	124611
20180110	22109477	124477
20180110	22244577	123176
20180111	23456953	125054
20180112	27234659	124452
