2017-09-05,2017-09-17,266.08
2017-09-05,2017-09-18,661.15
2017-09-05,2017-09-19,220.69
2017-09-05,2017-09-20,133.36
2017-09-05,2017-09-21,242.68
2017-09-05,2017-09-22,7.69
2017-09-05,2017-09-23,4.13
2017-09-05,2017-09-24,30.44
2017-09-05,2017-09-25,38.23
2017-09-05,2017-09-26,127.51
2017-09-05,2017-09-27,2.23
2017-09-05,2017-09-28,38.84
2017-09-05,2017-09-29,57.18
2017-09-05,2017-09-30,1.84
2017-09-05,2017-10-01,131.42
2017-09-05,2017-10-02,10.15
2017-09-05,2017-10-03,28.24
2017-09-05,2017-10-04,44.09
2017-09-05,2017-10-05,448.758
2017-09-05,2017-10-06,251.97
2017-09-05,2017-10-07,53.528
2017-09-05,2017-10-08,198.36
2017-09-05,2017-10-09,248.66
2017-09-05,2017-10-10,199.28
2017-09-05,2017-10-11,395.12
2017-09-05,2017-10-12,60.876
2017-09-05,2017-10-13,2.97
2017-09-05,2017-10-14,4.31
2017-09-05,2017-10-15,3.43
2017-09-05,2017-10-16,51.45
2017-09-05,2017-10-17,28.95
2017-09-05,2017-10-18,117.512
2017-09-05,2017-10-19,1.56
2017-09-05,2017-10-20,0.03
2017-09-05,2017-10-21,158.55
2017-09-05,2017-10-22,194.03
2017-09-05,2017-10-23,282.78
2017-09-05,2017-10-24,34.67
2017-09-05,2017-10-25,224.24
2017-09-05,2017-10-26,113.6
2017-09-05,2017-10-27,112.67
2017-09-05,2017-10-28,66.86
2017-09-05,2017-10-29,0.03
2017-09-05,2017-10-30,1.3
2017-09-05,2017-10-31,6594.05
2017-09-05,2017-11-01,2.87
2017-09-05,2017-11-02,14.6
2017-09-05,2017-11-03,NULL
2017-09-05,2017-11-04,1.5
2017-09-05,2017-11-05,NULL
2017-09-05,2017-11-06,0.2
2017-09-05,2017-11-07,11.1
2017-09-05,2017-11-08,NULL
2017-09-05,2017-11-09,13.3
2017-09-05,2017-11-10,4.4
2017-09-05,2017-11-11,2.4
2017-09-05,2017-11-12,4.7
2017-09-05,2017-11-13,NULL
2017-09-05,2017-11-14,4
2017-09-05,2017-11-15,8.359999999999999
2017-09-05,2017-11-16,51.2
2017-09-05,2017-11-17,10.7
2017-09-05,2017-11-18,6.9
2017-09-05,2017-11-19,8.4
2017-09-05,2017-11-20,102.24
2017-09-05,2017-11-21,1.2
2017-09-05,2017-11-22,4.34
2017-09-05,2017-11-23,4.2
2017-09-05,2017-11-24,18.02
2017-09-05,2017-11-25,19.5
2017-09-05,2017-11-26,6.2
2017-09-05,2017-11-27,9.4
2017-09-05,2017-11-28,2
2017-09-05,2017-11-29,0.4
2017-09-05,2017-11-30,7101.4
2017-09-05,2017-12-01,22.2
2017-09-05,2017-12-02,NULL
2017-09-05,2017-12-03,NULL
2017-09-05,2017-12-04,NULL
2017-09-05,2017-12-05,NULL
2017-09-05,2017-12-06,4.8
2017-09-05,2017-12-07,113.8
2017-09-05,2017-12-08,1
2017-09-05,2017-12-09,0.6
2017-09-05,2017-12-10,1.7
2017-09-05,2017-12-11,3.4
2017-09-05,2017-12-12,5.4
2017-09-05,2017-12-13,0.8
2017-09-05,2017-12-14,2.4
2017-09-05,2017-12-15,NULL
2017-09-05,2017-12-16,NULL
2017-09-05,2017-12-17,4.2
2017-09-05,2017-12-18,1
2017-09-05,2017-12-19,1.2
2017-09-05,2017-12-20,0.4
2017-09-05,2017-12-21,21.2
2017-09-05,2017-12-22,1.4
2017-09-05,2017-12-23,NULL
2017-09-05,2017-12-24,1.2
2017-09-05,2017-12-25,50
2017-09-05,2017-12-26,0.2
2017-09-05,2017-12-27,80
2017-09-05,2017-12-28,20
2017-09-05,2017-12-29,0.2
2017-09-05,2017-12-30,NULL
2017-09-05,2017-12-31,NULL
2017-09-05,2018-01-01,NULL
2017-09-05,2018-01-02,0.38
2017-09-05,2018-01-03,NULL
2017-09-05,2018-01-04,NULL
2017-09-05,2018-01-05,NULL
2017-09-05,2018-01-06,0.6
2017-09-05,2018-01-07,1
2017-09-05,2018-01-08,0.6
2017-09-05,2018-01-09,3
2017-09-05,2018-01-10,5
2017-09-05,2018-01-11,4
2017-09-05,2018-01-12,6.64
2017-09-05,2018-01-13,1.2
2017-09-05,2018-01-14,3.6
2017-09-05,2018-01-15,10.06
2017-09-05,2018-01-16,2.8
2017-09-05,2018-01-17,NULL
2017-09-05,2018-01-18,1.5
2017-09-05,2018-01-19,1.3
2017-09-05,2018-01-20,0.5
2017-09-05,2018-01-21,0.6
2017-09-05,2018-01-22,1.2
2017-09-05,2018-01-23,0.1
2017-09-05,2018-01-24,0.2
2017-09-05,2018-01-25,NULL
2017-09-06,2017-09-01,NULL
2017-09-06,2017-09-02,NULL
2017-09-06,2017-09-03,NULL
2017-09-06,2017-09-04,NULL
2017-09-06,2017-09-05,NULL
2017-09-06,2017-09-06,3861.016
2017-09-06,2017-09-07,127.368
2017-09-06,2017-09-08,26.552
2017-09-06,2017-09-09,69.39
2017-09-06,2017-09-10,101.72
2017-09-06,2017-09-11,107.44
2017-09-06,2017-09-12,151.21
2017-09-06,2017-09-13,104.39
2017-09-06,2017-09-14,112.89
2017-09-06,2017-09-15,115.89
2017-09-06,2017-09-16,100.45
2017-09-06,2017-09-17,3.78
2017-09-06,2017-09-18,470.302
2017-09-06,2017-09-19,25.21
2017-09-06,2017-09-20,2.39
2017-09-06,2017-09-21,8002.78
2017-09-06,2017-09-22,0.9399999999999999
2017-09-06,2017-09-23,2.42
2017-09-06,2017-09-24,1.55
2017-09-06,2017-09-25,60.82
2017-09-06,2017-09-26,23.98
2017-09-06,2017-09-27,0.21
2017-09-06,2017-09-28,0.24
2017-09-06,2017-09-29,58.97
2017-09-06,2017-09-30,102.24
2017-09-06,2017-10-01,3.47
2017-09-06,2017-10-02,6.01
2017-09-06,2017-10-03,1.49
2017-09-06,2017-10-04,77.77
2017-09-06,2017-10-05,6.97
2017-09-06,2017-10-06,1.13
2017-09-06,2017-10-07,3.39
2017-09-06,2017-10-08,5.56
2017-09-06,2017-10-09,5.96
2017-09-06,2017-10-10,6.84
2017-09-06,2017-10-11,1.82
2017-09-06,2017-10-12,3.26
